datetime,temp,humidity,precip,dew,windspeed,cloudcover,solarradiation,uvindex
2019-10-09,29.3,68.7,0.014,22.9,21.5,53.8,107.3,4
2019-10-10,28.9,71.4,0,23.1,15.5,43.4,137.8,5
2019-10-11,28.4,76.6,40.374,23.8,24,53.2,134.6,5
2019-10-12,28.4,75.9,7.156,23.4,20.1,52.1,145.4,5
2019-10-13,29.1,67.5,0,22.2,13.1,43.2,132.1,4
2019-10-14,29.4,65.7,0,22.1,20.4,45,129.5,5
2019-10-15,29.3,63.7,0,21.5,19.4,37.8,124,5
2019-10-16,29.1,68,0,22.5,16.2,40.4,129.5,4
2019-10-17,29.3,69,0,22.9,13,42.5,91.2,3
2019-10-18,29.5,70.7,0,23.6,14.7,46.3,118.1,4
2019-10-19,29.2,74.4,1.979,24.2,13.6,46.6,97,3
2019-10-20,29,74.5,0.015,23.9,14.1,52.5,81.2,4
2019-10-21,29.3,72.1,0.504,23.7,14.6,41.6,108.9,5
2019-10-22,29.7,68,1.82,23,13,39.3,122,5
2019-10-23,30,66.4,0,22.9,13,42,134.4,5
2019-10-24,29.6,70.2,0.56,23.5,11.2,42.7,202.2,8
2019-10-25,29.8,67.7,7.143,23,15.1,36,103.2,4
2019-10-26,29.3,67.6,0.169,22.5,18.4,44.7,107.3,5
2019-10-27,29.4,67.5,0.044,22.5,27.5,47.3,114.7,5
2019-10-28,28.1,79.5,1.03,24.1,14.8,65.6,72.6,3
2019-10-29,28.6,77.3,0.003,24.1,18.3,61.1,62.8,2
2019-10-30,28.7,75.4,0.422,23.8,12.6,59.8,76.2,4
2019-10-31,28.3,77.1,3.023,23.8,14.9,60.7,104.5,4
2019-11-01,27,88,12.265,24.8,14.8,69.7,82.3,4
2019-11-02,28,82.7,14.891,24.6,12.9,65.5,73.3,3
2019-11-03,29,75.9,0.065,24.3,17.7,49.1,77.5,4
2019-11-04,28.7,80.1,0.004,24.8,22.2,63.1,119.2,4
2019-11-05,29,77,22.271,24.5,14.8,63.5,122.4,5
2019-11-06,26.9,86.9,3.707,24.5,13.4,73.7,57.3,3
2019-11-07,27.5,80.9,2.241,23.8,14.1,62.4,76.7,4
2019-11-08,28.5,76.5,0.04,23.9,18.4,53.5,106.4,4
2019-11-09,28.7,76.3,0.21,24,14.7,64.3,102,4
2019-11-10,28.2,78.3,0,23.9,12.9,61.4,84.1,4
2019-11-11,28.4,73.8,0.002,23.2,16.5,67.1,98.2,4
2019-11-12,27.7,78.3,0.089,23.5,13.4,67,69.8,3
2019-11-13,27.6,67.8,0,21.1,14.4,70.5,81,3
2019-11-14,27.9,72.6,0,22.5,16.8,70.3,75.5,3
2019-11-15,28.2,77.1,23.661,23.7,18.3,58.6,97.4,3
2019-11-16,28.5,79.9,18.49,24.6,16.5,55.1,113.3,4
2019-11-17,28.4,81.7,0.015,24.9,22.1,53.6,108.7,4
2019-11-18,28.9,79.9,0,25,25.7,56.1,119.7,4
2019-11-19,29.3,74.9,0,24.3,16.5,43.8,121.5,5
2019-11-20,28.6,77.4,0.066,24.2,18.2,63.1,143.9,7
2019-11-21,28,80.4,2.951,24.3,11.2,72.1,72.9,3
2019-11-22,27.3,81.2,2.843,23.8,19,65.7,54.1,3
2019-11-23,27.8,80.2,3.599,24.1,13.4,53,72.1,3
2019-11-24,28.4,76.8,2.139,23.9,11.2,50,85.3,3
2019-11-25,28.3,72.8,0.489,22.8,22.3,53.8,104.4,5
2019-11-26,28.4,71.6,0.101,22.6,27.6,56.1,84.5,4
2019-11-27,28.2,75.8,0.366,23.4,14.9,43.3,107.6,5
2019-11-28,28.5,71.3,0.478,22.6,22.2,53.7,99.7,4
2019-11-29,28.1,67.6,0.003,21.4,27.7,58.5,73.1,3
2019-11-30,27.3,62.5,0,19.2,16.6,50.9,100.5,4
2019-12-01,27.6,63.3,0,19.8,16.6,62.4,105.2,4
2019-12-02,27.3,73.9,0.007,22.2,19.9,77.2,72,3
2019-12-03,25.2,82.1,65.97,21.8,25.8,95.5,8.7,0
2019-12-04,29.1,72.7,0,23.6,21.2,55.8,124.8,5
2019-12-05,28,80.9,1.58,24.3,14.7,44.1,78.5,3
2019-12-06,27.7,81.2,0.012,24.1,20.5,41.7,109.6,4
2019-12-07,27.9,76.3,0.063,23.3,16.5,42.8,96.9,4
2019-12-08,27.6,68,0,21,22.2,39.3,112.7,4
2019-12-09,27.1,68.6,0,20.7,18.4,43,101.6,4
2019-12-10,27.1,72.3,0,21.6,14.8,48.5,60.7,3
2019-12-11,27.7,73.5,0,22.4,13.3,53.3,64.7,3
2019-12-12,27.9,72.7,0.007,22.3,20.4,57.3,73.5,3
2019-12-13,28.1,72.6,1.024,22.5,18.3,36.4,95.1,4
2019-12-14,27.9,76.2,0,23.2,13,49.9,62.1,2
2019-12-15,28.8,71.9,0.189,22.9,22.2,44.8,108,4
2019-12-16,29.2,67.4,0.004,22.4,24.3,43.4,112.8,4
2019-12-17,28.8,66.6,0,21.7,20.6,39.4,96.1,4
2019-12-18,28.5,63.7,0,20.6,20.5,39,97.9,4
2019-12-19,28,72.4,0,22.5,14.9,40.3,85.1,3
2019-12-20,28.2,71.9,0,22.4,18.2,43.9,85.5,4
2019-12-21,27.9,74.7,0,22.9,20.5,45.3,73.4,3
2019-12-22,28.3,68.5,0,21.7,14.8,37.3,88.5,4
2019-12-23,27.1,75.4,0.004,22.3,13,46.3,46.8,2
2019-12-24,28,65.5,0,20.5,20.5,42.6,113,4
2019-12-25,26.7,77.5,52.095,22.3,17.1,73.4,52.6,4
2019-12-26,27.9,82.2,0.028,24.5,16.9,63.4,69,4
2019-12-27,28.6,74.3,0,23.3,14.6,41,111.8,4
2019-12-28,28.6,71.5,0,22.8,20.4,31.9,150.1,7
2019-12-29,28.1,70.1,0,21.9,24,33.8,99.4,4
2019-12-30,28.2,70.8,0.003,22.3,22.3,47.1,67,3
2019-12-31,27.7,71.6,0.173,21.9,16.7,38.6,85.5,3
2020-01-01,27.1,76.9,0.262,22.7,13.4,66.5,77.9,3
2020-01-02,27.8,70.6,0.2,21.8,27.4,51.9,93.2,4
2020-01-03,27.6,62.2,0,19.6,27.6,44.1,87.2,4
2020-01-04,27,68.5,0.003,20.5,20,43.9,95.2,4
2020-01-05,27.3,69.4,0.045,21,27.8,54.1,103.5,4
2020-01-06,28.2,63.4,0,20.5,22.5,49.2,84.6,3
2020-01-07,27.5,70.3,0.029,21.5,17.9,50.7,76.1,3
2020-01-08,27,76.9,2.04,22.5,17.6,58,79,4
2020-01-09,27.3,68.8,0,21,22.3,41.9,69.7,4
2020-01-10,26.8,72.8,0.868,21.4,17.4,50,71.7,3
2020-01-11,27.1,72.3,0.003,21.4,17.1,39.8,77.8,4
2020-01-12,27,74.4,0,22,14.6,55.4,93.5,3
2020-01-13,26.7,79,0.555,22.7,17.9,68.2,63.3,2
2020-01-14,26.9,75.4,0,22.2,23.9,57.6,50.3,2
2020-01-15,27,73.5,0,21.8,18.5,49,51.5,2
2020-01-16,27.5,69.4,0,21.3,20.4,41.8,93.6,4
2020-01-17,27.8,74,0,22.7,23.5,47.2,74.2,3
2020-01-18,27.1,76.8,0.063,22.6,105.1,53.9,59.6,3
2020-01-19,26.5,71.5,0,20.9,16.1,43.7,56,2
2020-01-20,26.6,73,0,21.3,27.1,43.6,62.5,3
2020-01-21,27,65.7,0,19.8,25.6,41,83.9,4
2020-01-22,27,61.4,0,18.7,26.1,31.1,111.5,5
2020-01-23,27.5,62.4,0.073,19.3,21.1,47.4,104,4
2020-01-24,26.2,79.4,0.47,22.3,14.7,69.4,52.1,2
2020-01-25,26.5,81.8,4.957,23,16.5,60.8,74.5,2
2020-01-26,27.4,79.8,0,23.5,24.8,48.3,122.3,4
2020-01-27,27.8,74,0,22.6,17.6,38,124.4,4
2020-01-28,27.2,74.5,0,22.1,17,38.1,119.3,4
2020-01-29,26.7,74,0,21.5,62.1,38.1,98.1,3
2020-01-30,26.7,66.6,0,19.8,22,36.6,115.3,4
2020-01-31,25.7,69.7,0.018,19.7,21.1,53.7,66.5,2
2020-02-01,25.9,66.9,0,19.1,23.6,36.3,78,4
2020-02-02,24.9,70.2,0.002,19,25.8,49.9,55,2
2020-02-03,24.5,66.1,0.036,17.7,20.5,60.6,63.7,2
2020-02-04,25.5,65.2,0,18.2,23.3,50.6,103,5
2020-02-05,27,66.2,0,20,18.7,47.5,85.8,3
2020-02-06,27,73.2,0.004,21.7,28.5,63.5,51.3,2
2020-02-07,26.6,83.2,31.633,23.4,22.9,70.5,68.4,3
2020-02-08,26.6,83.9,28.96,23.6,20.6,70.6,66,4
2020-02-09,26.7,71.5,1.735,21,22.3,63.4,100.5,3
2020-02-10,26.1,66.7,0.002,19.3,26.6,53.2,60.8,3
2020-02-11,26.3,64,0,18.8,23.3,31.1,96.2,4
2020-02-12,26.4,63.7,0,18.6,24.7,32.9,125,5
2020-02-13,26,72.3,0.324,20.5,22.9,53.4,72.6,3
2020-02-14,27.3,69,0,21,22.2,36,97.8,4
2020-02-15,28.2,65.8,0,21,24,27.8,135.8,5
2020-02-16,27.6,66.6,0,20.6,21,37.9,129,4
2020-02-17,27,72,0,21.4,17.5,53.4,95.3,4
2020-02-18,27.3,65.4,0.004,20.1,28.7,50.6,113.3,4
2020-02-19,26.7,62,0.001,18.7,25.5,30.7,123.7,4
2020-02-20,26.4,60.8,0,18,31.3,33.9,137.1,4
2020-02-21,27.3,57.8,0,18.2,33.3,34.8,124.5,5
2020-02-22,27.1,59.4,0,18.2,33.5,28.2,136.4,4
2020-02-23,27.4,64,0.039,19.7,27.6,35.8,109.8,4
2020-02-24,27.4,71.3,0.468,21.7,26.8,47.3,86.1,4
2020-02-25,27.7,67,0.008,20.8,22.3,36.8,118,4
2020-02-26,26.7,71,2.01,21,16.8,47.8,75.1,3
2020-02-27,27.4,64.9,0.05,19.8,22.6,57.1,115.5,4
2020-02-28,27.3,62.3,0,19.3,23.7,42.3,107,4
2020-02-29,27.6,63.7,0,20,22.9,36.9,118.7,4
2020-03-01,27.1,66.6,0,20.3,19.4,39.9,128,5
2020-03-02,27.2,64.3,0,19.6,27.8,33,132.8,4
2020-03-03,27,62,0,18.9,24.7,34.2,103.8,4
2020-03-04,27.3,64.6,0,19.8,48.5,45.3,79,4
2020-03-05,27.6,65.2,0,20.3,17.8,34.8,138.3,4
2020-03-06,28.4,66,0,21.2,19.6,41.9,120.1,4
2020-03-07,28.8,67.6,0,22.1,20.9,36.7,143.3,4
2020-03-08,28.2,71.6,0,22.4,23.8,46,140.6,4
2020-03-09,29.3,73.3,0,23.8,22.5,46.5,135.8,5
2020-03-10,28.7,77,0,24.1,21.8,46.7,126.9,4
2020-03-11,28.8,72.7,15.451,23.3,20.8,50.4,82.5,3
2020-03-12,29.3,60,0,20.6,27.2,23,153.6,5
2020-03-13,28.9,63.1,0,20.9,23.6,28.4,138.7,4
2020-03-14,28.7,65,0,21.3,20.3,33.7,142.7,4
2020-03-15,28.3,68.2,0.998,21.8,18.2,54.8,105.9,5
2020-03-16,27.4,71.5,0.71,21.8,17.6,67.1,68.7,3
2020-03-17,27.4,66.5,0.001,20.6,18.3,65.1,124.8,4
2020-03-18,27.9,60.9,0,19.5,22.5,41.5,136.1,5
2020-03-19,27.9,65.7,0,20.8,17.5,36.4,143.7,5
2020-03-20,29.2,65.4,0,22,16.4,36.1,151.8,5
2020-03-21,29.8,62.8,0,21.7,17,27,141.9,5
2020-03-22,30.5,60.8,0,21.9,18.2,38.6,154.1,5
2020-03-23,29.7,63.5,0,21.9,18.3,29.3,165.9,5
2020-03-24,29.2,62.9,0,21.3,20.2,35.8,140.7,4
2020-03-25,29.2,58.9,0,20.1,24,30.1,169.2,5
2020-03-26,29.1,57.3,0,19.6,19.4,29.8,170,5
2020-03-27,29.7,62,0,21.4,22.3,37,144.8,5
2020-03-28,30.2,62,0,21.8,20.2,29.4,167.1,5
2020-03-29,30.1,62.3,0,21.9,20.4,25.7,145.8,5
2020-03-30,29.6,62.4,0,21.6,20.3,32,134.1,4
2020-03-31,30.1,59.2,0,21,19.5,25.3,171.6,5
2020-04-01,30,62.9,0,22,19.9,30.8,174.8,5
2020-04-02,29.7,63.7,0,21.9,25.6,30.2,138,4
2020-04-03,29.2,58.6,0,20,23.5,32.7,165.6,5
2020-04-04,29.2,59.9,0,20.5,21.8,33,174.1,5
2020-04-05,29.1,60.3,0,20.3,29.2,29.9,173.6,5
2020-04-06,29.4,62.1,0,21.2,20.3,33.1,160.6,5
2020-04-07,29.3,65.6,0,22,21.9,37.7,169.2,5
2020-04-08,29.6,65.7,0,22.4,17.5,48.3,144.1,5
2020-04-09,29.2,67.4,6.054,22.5,18.6,54.2,100.7,3
2020-04-10,29,68.5,0.063,22.5,20.8,52,86,3
2020-04-11,29.3,67.7,0,22.7,17.2,50.2,106.8,5
2020-04-12,28.9,74,0.21,23.8,22.9,63.2,127.6,4
2020-04-13,28.7,70.5,0.082,22.7,21.3,53,100.1,4
2020-04-14,28.1,69.7,0.109,21.9,24.1,57.2,92.5,4
2020-04-15,28.7,68.3,0.28,22.1,27.5,46.9,167.8,5
2020-04-16,29.3,72.2,2.805,23.6,28,55.7,139.7,5
2020-04-17,29,68.8,6.939,22.6,19.9,51.1,109.4,4
2020-04-18,29.5,65.9,0.028,22.3,19.3,51.9,120.2,5
2020-04-19,29.7,64.7,0.009,22.2,18.7,45.6,108.1,4
2020-04-20,30.4,64,0,22.7,21,35.6,173.7,6
2020-04-21,30.2,61.9,0,21.8,27.7,35.2,184.7,5
2020-04-22,30.2,63.1,1.82,22.4,28.5,35.4,161.8,5
2020-04-23,30.2,64,0,22.5,20.2,49.3,141.8,5
2020-04-24,29.9,62.6,0,21.7,24.2,39.7,163.4,5
2020-04-25,29.8,64.9,0,22.3,20.1,43,131.7,5
2020-04-26,30.4,66.7,0,23.3,22.1,37,136.2,5
2020-04-27,29.3,67.7,0,22.6,27,46.4,121.5,4
2020-04-28,29.9,62.7,0,21.8,26.1,41.7,174.8,5
2020-04-29,30.4,63.3,0,22.5,25.7,43.2,112.2,4
2020-04-30,30.6,64.9,0,23,22,43.7,137.6,5
2020-05-01,29.9,63.4,0,22.1,20.2,36.9,184.2,5
2020-05-02,30.3,61.7,0,21.9,20.3,39.9,165.7,5
2020-05-03,29.2,68.4,0.158,22.8,16.2,57,91.9,5
2020-05-04,31,67.9,0,24.2,16.5,45.4,154.4,5
2020-05-05,31.6,65.9,0,24.2,20.3,38.1,149.8,5
2020-05-06,31,70.1,6.802,24.7,23,51,176.2,5
2020-05-07,30.5,76.7,1.047,25.8,22.1,55.1,170.2,5
2020-05-08,32.2,63,0,24,16.3,40.1,181.1,5
2020-05-09,30.7,69.4,20.534,24.2,12.8,55,173.5,5
2020-05-10,30.1,70.2,33.574,23.8,20.7,53.8,165.6,5
2020-05-11,30.7,67.5,0,23.6,16.5,41.3,170.2,5
2020-05-12,31.3,67.1,0,24.2,19.7,44.3,187.3,5
2020-05-13,31.7,65.2,1.183,24.2,20.8,41.3,156.8,6
2020-05-14,29.6,73.3,2.982,24.3,13,61.3,112.5,4
2020-05-15,26.7,87.5,61.987,24.5,38.3,83.9,40.8,2
2020-05-16,28.5,78.1,0.015,24.1,18.9,57.3,165.7,6
2020-05-17,29.7,74.9,0,24.6,18.9,43.2,178.3,5
2020-05-18,29.8,74.9,0.14,24.8,14.8,49.1,192.6,6
2020-05-19,29.5,77.8,0.337,25.1,10.7,54.3,168.1,6
2020-05-20,30.4,74.2,0,25.1,18.2,42,170.4,5
2020-05-21,30.8,73.6,0,25.4,18.3,47.5,135.8,5
2020-05-22,29.9,77.3,0.206,25.4,25.9,50.2,139.9,5
2020-05-23,28.8,79.7,20.613,24.8,30.5,63.6,141.1,5
2020-05-24,28.7,75.6,0.42,23.8,23.8,51.9,175.3,5
2020-05-25,29.5,72.6,0,23.9,21.8,57.2,158.5,4
2020-05-26,29.3,76.5,0.07,24.7,18.7,58.7,94.5,4
2020-05-27,29.1,75.5,2.796,24.1,30.5,51.5,160.7,6
2020-05-28,29.2,74.8,0.596,24.1,19.7,47,134.6,5
2020-05-29,29,73.9,8.946,23.7,20.4,46.7,138.9,6
2020-05-30,29.6,75.7,0.233,24.6,20.5,50.2,170.6,5
2020-05-31,30.7,64.8,0,22.9,25.9,41.3,198.4,5
2020-06-01,30.2,65.2,0.84,22.9,25.3,46.5,118.2,4
2020-06-02,30.9,67.4,0.21,23.9,16.7,50.8,151.1,5
2020-06-03,29.8,71.4,0,23.9,22.2,48,168.8,5
2020-06-04,30.1,72.7,0,24.6,20.4,50.3,148.3,5
2020-06-05,30.7,68.1,0.292,23.8,19.8,42.8,132.6,5
2020-06-06,30.5,63.9,0,22.6,19.6,40.8,139.5,5
2020-06-07,30.1,67,2.223,23.2,23.8,49.9,180.2,5
2020-06-08,29.9,67.2,0,23,17.4,56,118.3,5
2020-06-09,29.9,69.1,4.065,23.5,18.9,46.6,116.5,4
2020-06-10,28.1,79,1.463,24,15.3,57.3,118.3,4
2020-06-11,27,86.2,137.119,24.4,16.4,72.3,132.7,8
2020-06-12,27.1,83.1,2.369,23.9,28.6,76.6,122.3,4
2020-06-13,29.6,72.7,0.028,24,22.1,60.9,160.9,5
2020-06-14,29.9,71.9,0.126,24.2,18.2,59.2,101.2,4
2020-06-15,29,74.7,24.191,23.9,18.3,56.8,92.9,4
2020-06-16,30.2,70.4,0,24.1,16.7,50.6,141.9,5
2020-06-17,30.7,65.7,0.006,23.4,16.8,40.2,159.5,5
2020-06-18,30.9,67,0.014,23.9,14.7,42.9,175.3,5
2020-06-19,28.4,79.6,3.32,24.5,17.8,65.6,57.6,3
2020-06-20,28.4,80,0.294,24.5,19.1,58.6,110.2,5
2020-06-21,29.5,76.5,0.353,24.8,19.3,43.9,155.3,5
2020-06-22,30.5,72.6,29.198,24.7,14.4,42.8,148.7,5
2020-06-23,30.8,72.2,0.841,25.1,23.8,56.1,164.1,5
2020-06-24,30.5,73.6,0.41,25.1,18.3,49.6,130.6,5
2020-06-25,30.4,73,16.798,24.9,19.6,60.3,121.7,4
2020-06-26,30.3,70,0.012,24.1,22.8,61,155.9,5
2020-06-27,29.6,73.6,1.203,24.3,20.3,64.5,137.2,4
2020-06-28,27.7,85.7,11.692,25,19.4,69.7,123.3,5
2020-06-29,28.5,81.5,0.811,24.9,27.5,57.7,167.9,5
2020-06-30,29.3,75.4,0.291,24.3,28.1,46,186.2,5
2020-07-01,29.7,69.9,0,23.5,28.9,42.9,217.3,9
2020-07-02,30.7,69.2,0,24.3,24.1,58.2,123,4
2020-07-03,30.5,70.4,0.002,24.3,21.1,52.9,129.4,4
2020-07-04,28.3,80.1,3.832,24.3,18.3,64.6,153.3,8
2020-07-05,29.3,76.4,2.4,24.5,48.2,55,191.6,7
2020-07-06,30.2,73.4,0.259,24.6,17.7,49.4,168.4,7
2020-07-07,30.8,70,0.249,24.5,14.7,38.7,228,9
2020-07-08,30.4,71.4,1.034,24.5,17.9,49.6,131.3,7
2020-07-09,30.7,71.8,3.739,24.7,48.2,42.1,167.7,6
2020-07-10,30.5,74.1,1.218,25.1,25.9,49.9,155.8,5
2020-07-11,29.5,77.5,1.226,25.1,24.1,67.2,180.9,7
2020-07-12,29.6,76.8,1.012,25,18.3,58.1,157,6
2020-07-13,27,85.5,3.662,24.3,14.1,77.9,45.1,2
2020-07-14,29.1,78.4,0.1,24.7,83.5,49.1,223.6,6
2020-07-15,30,75.8,0.998,25.1,27.7,54,186.4,8
2020-07-16,30.1,73,0.069,24.5,37.1,65.1,194.5,8
2020-07-17,31,68.1,0.431,24.2,46.4,51.4,137.5,4
2020-07-18,30.8,64.8,0,23.1,26.8,46.4,253.9,9
2020-07-19,29.9,65,9.526,22.4,20.5,59,119.8,5
2020-07-20,29.6,69.3,0.497,23.2,18.3,60,165.2,6
2020-07-21,28.6,78.9,18.459,24.4,20.4,58.3,158.7,7
2020-07-22,28.3,79.7,0.028,24.4,14.3,65.9,119.4,5
2020-07-23,30.5,71.1,0.681,24.5,17,56.5,236.4,10
2020-07-24,28.9,77.6,1.018,24.5,20.3,70.4,242.9,9
2020-07-25,29.2,75.2,2.379,24.2,20.4,54.7,310.8,10
2020-07-26,28.6,76.4,7.964,23.8,16.6,50.9,324.2,10
2020-07-27,29.1,77,0.695,24.5,23.9,49.9,256.6,10
2020-07-28,28.3,82.2,4.103,24.9,20.5,50.9,189.3,7
2020-07-29,26.8,87.5,16.236,24.5,18.4,54.7,53,2
2020-07-30,27,87.8,31.032,24.7,15.4,66.1,108.9,6
2020-07-31,27.5,86.4,23.343,24.9,25.9,56.6,120.5,7
2020-08-01,26.9,90.4,17.464,25.1,31.3,64.6,114.7,7
2020-08-02,27.4,84,0.604,24.4,12.9,62.8,121.3,5
2020-08-03,29.1,76.6,0.478,24.4,15.3,61.1,258.7,9
2020-08-04,29.4,74,1.704,24.1,14.8,54.8,161,7
2020-08-05,29.3,76.3,0.593,24.5,25.8,60.6,157.6,6
2020-08-06,28.5,77.5,7.85,24.1,25.9,61.3,131,6
2020-08-07,27.1,84.9,46.206,24.2,20.3,62.7,138,7
2020-08-08,27.1,81.2,46.043,23.5,13,60.7,97.6,3
2020-08-09,26.5,88.9,20.376,24.5,18.2,66.4,89.7,5
2020-08-10,27.5,86.4,20.109,24.9,24.3,60.9,144.6,7
2020-08-11,28.3,79.4,18.916,24.2,14.9,54.9,137.5,6
2020-08-12,29,75.9,0,24,20.5,60.3,132.8,6
2020-08-13,28.6,76,1.968,23.9,15.3,51.5,178.3,8
2020-08-14,27.8,80.8,8.811,24,25,58.3,213.5,8
2020-08-15,27.4,82.6,2.316,24,16.1,62.3,153.1,7
2020-08-16,27.6,84.7,0.573,24.7,17.5,59,130.1,6
2020-08-17,28.1,82.3,6.216,24.6,26,56.7,176,7
2020-08-18,28.3,82.9,4.465,24.9,46.4,56.8,103,5
2020-08-19,27.6,85.7,13.967,24.9,22.3,56.5,90.9,5
2020-08-20,27,87.4,21.933,24.6,27.4,64.9,133.2,6
2020-08-21,27.7,84.7,1.591,24.9,17.3,58.5,111.5,6
2020-08-22,29,78.3,0.305,24.7,21.7,56.6,232.9,7
2020-08-23,29,79.1,12.145,24.9,40.2,48.3,247.5,8
2020-08-24,29.7,75.9,0.33,24.8,27.6,48.6,231.3,7
2020-08-25,30,75.7,0,25.1,27.7,54.7,241.8,9
2020-08-26,29.7,75.1,0.001,24.7,30.9,51.2,213.1,8
2020-08-27,29.9,73.2,0,24.4,28.5,55.1,213.1,8
2020-08-28,29.6,76.7,0,25,21.6,54.4,150.9,6
2020-08-29,29.8,73.6,0.074,24.5,26,64.2,125.7,6
2020-08-30,29.3,73.2,0.093,24,33,74.1,209.2,8
2020-08-31,28.6,76.5,0,23.9,33,55.8,277.5,9
2020-09-01,28.9,76.6,1.489,24.3,29.5,58.3,250,10
2020-09-02,29.2,77.8,0.21,24.8,24.8,55.6,281,10
2020-09-03,29.7,74.3,2.676,24.5,20.1,55.9,205.3,9
2020-09-04,30.1,72.6,0.09,24.5,26.4,59.1,262.7,9
2020-09-05,29.8,76.2,0.001,25,53,59,267.4,9
2020-09-06,29.8,75.2,0.249,24.9,25.6,57.8,243.6,9
2020-09-07,29.1,77,6.681,24.6,23.9,61.5,219.5,9
2020-09-08,30.2,72.3,0,24.4,16,52.7,259.3,9
2020-09-09,29.1,76.8,14.211,24.5,16.8,51.2,183.7,10
2020-09-10,29.3,74.3,0.516,24.1,18.9,51.9,236.9,9
2020-09-11,28.9,77.5,5.171,24.5,30.4,57,184.3,9
2020-09-12,28.6,78.4,0.278,24.4,11.5,65.4,101,5
2020-09-13,29.2,75.3,0,24.2,16.2,51.2,248.1,9
2020-09-14,28.9,76.8,22.36,24.3,20.4,54.2,206.1,10
2020-09-15,27.9,81.6,7.691,24.4,14.1,73.6,127.6,5
2020-09-16,28.4,80.3,3.252,24.5,19.6,72.3,144.5,7
2020-09-17,28.2,78.5,0.123,24.1,19.7,66.8,106.8,6
2020-09-18,28.6,76.9,0.978,24.1,55.9,57.4,206.7,10
2020-09-19,28.7,79.4,12.103,24.7,18.5,60,138.8,6
2020-09-20,29,77.5,0.135,24.6,16.8,48.2,208.9,9
2020-09-21,29.9,72.5,0,24.3,16.2,47.9,247.4,9
2020-09-22,29.5,73.4,14.314,24.1,22.1,55.6,191.5,9
2020-09-23,28.2,82.6,21.59,24.8,26.6,59.4,176.4,8
2020-09-24,28.4,80.3,1.429,24.6,15.8,57.5,199.5,9
2020-09-25,28.3,82,1.872,24.9,13.3,66.9,125.5,5
2020-09-26,28.5,80.2,0.21,24.5,17.6,65.9,235.4,9
2020-09-27,29.7,75.3,0.028,24.7,17.4,56.1,262.3,9
2020-09-28,29.3,77.1,17.819,24.7,23.5,54.4,155.6,7
2020-09-29,28.7,80,13.231,24.8,25.1,58.3,226.5,9
2020-09-30,29.4,77.8,8.636,25,16.7,54,245.8,8
2020-10-01,29.5,78.8,12.128,25.3,20,57.8,166.7,8
2020-10-02,28.5,80.7,4.828,24.7,19.2,61.9,189.5,7
2020-10-03,28.5,81.7,16.759,24.9,24.8,65.1,223.6,9
2020-10-04,29.3,78.2,28.787,24.9,16.1,54.7,252,9
2020-10-05,29.6,74.7,7.906,24.5,15.3,50.5,248,9
2020-10-06,29.6,73.6,0.02,24.3,14,60.2,197.3,9
2020-10-07,28.1,83.5,6.561,25,18.5,72.8,95.2,4
2020-10-08,27.4,84.5,0.601,24.5,16.9,87,62.5,2
2020-10-09,27.8,81.5,0.075,24.2,12.7,92.2,110.1,5
2020-10-10,27.7,85,2.717,24.8,14.6,88.1,158.1,9
2020-10-11,26.6,89.1,32.888,24.6,17.9,95,67.9,3
2020-10-12,27,88.4,9.501,24.8,12.5,96.1,124.4,7
2020-10-13,28.2,81.9,14.461,24.6,14.2,73.2,228.1,9
2020-10-14,25.8,90.4,30.963,24.1,14.7,90.3,31.2,1
2020-10-15,27.4,82.7,1.657,24,21.7,85.7,117.9,6
2020-10-16,29.2,76.2,10.379,24.3,15.1,52.8,233.5,9
2020-10-17,27.9,81.3,4.66,24.4,17.8,70.3,116.5,6
2020-10-18,27.2,85,0.365,24.4,12.9,79.2,73.1,3
2020-10-19,29.1,73.4,0.264,23.6,18.3,65.8,168.6,8
2020-10-20,26.9,88.4,27.139,24.8,25.8,96.4,24.1,1
2020-10-21,28.1,78.5,0.952,23.9,32.3,86.1,131,6
2020-10-22,28.9,77.6,0.986,24.4,29,81.7,146.9,5
2020-10-23,28.3,80.5,1.856,24.5,29.2,64.1,149.8,7
2020-10-24,27.9,84,16.485,24.8,16.4,84.2,148.9,7
2020-10-25,26.8,88.6,49.522,24.7,19.7,89,91.3,4
2020-10-26,26.9,82.5,10.57,23.6,37.5,97.4,73.9,4
2020-10-27,28.4,74.8,0,23.4,25.9,85,158.3,7
2020-10-28,28.6,75.7,0.293,23.7,16.4,62.7,239.7,9
2020-10-29,27.3,84.9,10.457,24.5,15.9,58.9,135.6,6
2020-10-30,29.2,76.5,0.576,24.4,12.9,66,184.3,8
2020-10-31,29.6,66.4,1.078,22.4,23.9,66.5,149,8
2020-11-01,25.1,84.9,21.417,22.3,31.4,95.5,21.7,1
2020-11-02,27.9,78.3,0.51,23.6,19.1,84.3,129.2,6
2020-11-03,28.6,79.8,0.261,24.6,18.5,63.6,183.9,7
2020-11-04,27.6,81.7,1.472,24.1,15.7,78.4,111.5,7
2020-11-05,28.2,77.3,0.02,23.7,13.1,78.8,100.7,4
2020-11-06,28.9,75.5,0,23.9,13.9,69,124.9,6
2020-11-07,27.8,79.5,1.245,23.8,11.1,79.5,105,6
2020-11-08,27.8,81.1,7.025,24.1,24.1,81.5,107.5,5
2020-11-09,28.1,81,0.236,24.4,14.3,74.6,72.2,4
