datetime,temp,humidity,precip,dew,windspeed,cloudcover,solarradiation,uvindex
2020-11-10,27.2,85.7,8.383,24.5,9.6,82.6,83.5,3
2020-11-11,26.6,88.1,10.893,24.5,41.8,93.7,59.3,4
2020-11-12,26.3,91.1,127.898,24.7,55,97.8,34.5,2
2020-11-13,29.3,76.7,0,24.6,21.9,48,142,6
2020-11-14,29.1,76.6,3.88,24.4,20.5,49.6,86,5
2020-11-15,28.6,76,0.277,23.8,16.7,54.9,92.2,3
2020-11-16,28.5,76.2,0.092,23.8,18.6,48.5,81.8,4
2020-11-17,28.5,76.2,1.119,23.7,14.8,62.5,136.3,7
2020-11-18,28.7,74.7,0.21,23.7,17.6,47.1,119,7
2020-11-19,29,74.8,0,24,13.3,45.4,122,5
2020-11-20,29,73.3,0,23.6,14.7,42,107.2,5
2020-11-21,29,68.4,0.228,22.1,21.5,55.1,130.5,5
2020-11-22,28.6,63.6,0,20.7,25.1,42.3,144.7,7
2020-11-23,27.8,65.6,0.055,20.6,34.7,63.4,115.7,6
2020-11-24,28.4,60.3,0.001,19.7,29.3,42.3,141.8,6
2020-11-25,27.8,63.8,0.07,20.2,18.6,58.5,108.7,7
2020-11-26,28.3,64.6,0.107,20.9,21.9,73.5,113.8,6
2020-11-27,27,84.6,1.649,24.1,18.8,86.5,55,3
2020-11-28,28.1,79.2,0.179,24,16.4,73.2,93.9,4
2020-11-29,26.3,86.1,3.777,23.7,16.2,79.4,96.3,4
2020-11-30,27.3,74.7,9.276,22.1,23.9,61.5,111.1,4
2020-12-01,28,63.4,0,20.3,20.5,65.7,145,6
2020-12-02,27.7,74.9,0.004,22.8,18.2,75.8,121.2,6
2020-12-03,27.9,81.9,0.006,24.5,17.6,85,80.7,4
2020-12-04,27.4,79.5,0.173,23.5,14,82.9,53.2,2
2020-12-05,27.8,82.3,7.826,24.5,13.8,68.4,85.4,5
2020-12-06,27.9,80.7,2.268,24.2,21.5,73,93.6,4
2020-12-07,26.7,87.5,1.513,24.4,20.2,82.5,29.2,2
2020-12-08,28.1,80.3,6.258,24.2,22.4,69.3,107.8,5
2020-12-09,27.4,82.2,15.278,24.1,16.1,72.8,114,5
2020-12-10,26.1,89.3,6.38,24.2,15.1,89.9,40.9,2
2020-12-11,28.3,79.7,0,24.3,18,37.3,103.3,5
2020-12-12,28.5,77.7,0,24.1,14.7,52.8,133.3,6
2020-12-13,28.6,77,0.068,24.1,12.5,62.1,75.5,3
2020-12-14,28.6,73.8,0,23.3,13.9,43.7,94.1,3
2020-12-15,28.3,73.5,0.099,23,22.2,60.3,106,6
2020-12-16,28.4,69.1,0,22,20.8,49.6,115.5,5
2020-12-17,26.7,79.7,0.936,22.9,37.5,65.8,93,5
2020-12-18,26.7,81.7,2.489,23.2,17.2,88.7,94.5,4
2020-12-19,25.3,89.2,20.988,23.4,18.5,96.4,70.2,5
2020-12-20,26.4,85.5,9.27,23.7,20.8,85.5,91.1,5
2020-12-21,27,81.2,0.632,23.5,13.3,85.6,68.5,3
2020-12-22,26.8,77.1,0.607,22.4,15.7,64.4,94.1,4
2020-12-23,27.9,74.2,0.001,22.7,20,47,152.6,6
2020-12-24,27.7,72.4,0,22.2,14.6,45,126.3,5
2020-12-25,27.5,71.5,0.002,21.8,14.5,54.1,101.8,4
2020-12-26,27.2,78.8,7.689,23.1,16.1,78.3,101.7,5
2020-12-27,24.8,89.2,31.922,22.9,15.4,94.8,29.8,1
2020-12-28,27.2,79.2,0,23.2,15,72.6,117.8,5
2020-12-29,28.3,76.6,5.344,23.7,19.6,66.4,116.9,4
2020-12-30,27.8,80.5,13.761,24,14.6,57.2,96.7,4
2020-12-31,27.3,64.1,13.036,19.8,24.3,84.3,87,4
2021-01-01,26.4,67.7,0.063,19.9,19.1,81.3,75.1,3
2021-01-02,26.7,70.3,10.404,20.8,19,73.4,139.8,7
2021-01-03,25.5,85.8,33.708,22.8,18.3,83.7,26,2
2021-01-04,27.3,79.6,0.766,23.2,25,67.1,107.4,6
2021-01-05,26.7,80.3,0.809,23,19.1,63.1,81.1,5
2021-01-06,27.6,72.5,0,22.1,20.1,48.1,108.3,5
2021-01-07,26.7,77.4,0.046,22.3,15.4,71.2,83.1,3
2021-01-08,26.9,75.4,0,22,16.4,75.1,85.8,4
2021-01-09,26.9,66.5,0,20.1,21.4,76.3,118.7,6
2021-01-10,26.2,65,0,19.1,25.7,79.5,109.3,5
2021-01-11,25.7,68,0,19.3,28.5,72,89.4,5
2021-01-12,25.9,64,0,18.4,21.8,80.7,105.9,5
2021-01-13,25.7,72.2,0,20.3,17.1,70.3,65,3
2021-01-14,26.7,73.7,0,21.5,15.4,68.1,81.3,4
2021-01-15,27.2,74.2,0,22.1,17.8,79.5,90.7,6
2021-01-16,27,71.5,0,21.3,15.8,65.2,61.5,2
2021-01-17,27,69.4,0.27,20.8,17.5,87.6,100.4,5
2021-01-18,26.8,71.2,0.026,21.1,19.8,85.1,122.1,7
2021-01-19,26.5,76.2,0.074,21.9,14.6,86.7,78.7,3
2021-01-20,25.8,86.1,42.74,23.2,19,93.6,79.1,3
2021-01-21,27.2,83.4,13.662,24.1,16.7,90.5,78.4,4
2021-01-22,27.7,80.5,0.108,24,15.8,77.8,79.3,4
2021-01-23,27,81.9,6.002,23.6,20.2,62.5,109.6,5
2021-01-24,27.8,79.4,14.698,23.8,16.4,68.1,80.7,3
2021-01-25,27.6,79.2,0.274,23.6,23.9,61.6,61.1,3
2021-01-26,27,79.8,0.692,23.1,19.3,71.1,95.1,5
2021-01-27,26.5,83.3,13.758,23.4,18,84.1,60.5,3
2021-01-28,26.5,79.2,1.046,22.5,19.6,71.3,90,4
2021-01-29,26.5,63.6,0,18.9,26.4,52.3,88,4
2021-01-30,26,63.9,0,18.5,29,57.1,133.2,7
2021-01-31,25.5,65.1,0,18.4,25.8,45.7,128.3,5
2021-02-01,26,69.9,0.031,20,23.5,55.8,91.1,4
2021-02-02,26.6,68.9,0,20.3,16.7,64.2,105,5
2021-02-03,27.1,67.4,0,20.5,24.6,41.2,150.4,7
2021-02-04,27.3,65.1,0,20,26.9,46.8,151.9,7
2021-02-05,27.5,67.8,0,20.9,23.6,69.1,127,6
2021-02-06,27.6,70.8,0,21.7,18.7,81.2,78.6,3
2021-02-07,27.8,71.3,0,21.9,23.2,45.4,144.9,6
2021-02-08,27.7,66.7,0,20.8,23.5,48.8,109.9,5
2021-02-09,26,79.2,10.684,22.1,21.4,88.7,86.8,5
2021-02-10,26.7,78.1,0.395,22.5,27.7,85,95.8,4
2021-02-11,26.7,82.4,2.124,23.3,22.2,69.2,144.3,7
2021-02-12,27.3,77.6,2.8,23,46.4,49,149.5,6
2021-02-13,26,80,1.8,22.2,46.4,83.1,82.1,5
2021-02-14,26.8,78.1,0.02,22.6,22.2,59.5,143.6,5
2021-02-15,26.8,77.2,0.257,22.4,21.8,66.2,60.8,2
2021-02-16,27.1,68.9,0.028,20.9,22.4,47.2,114.4,5
2021-02-17,26.8,69.5,0.006,20.6,21.7,44.2,140.3,6
2021-02-18,26.8,65.1,0,19.6,22,68.6,154.2,6
2021-02-19,25.8,61.2,0,17.6,27.8,65.1,167.9,7
2021-02-20,25.4,60.4,0,17.1,31.8,63.3,96.5,4
2021-02-21,25.3,68.8,0.014,19.1,23.9,61.9,123.7,6
2021-02-22,25.3,81.9,0.237,22,20,86,52.8,2
2021-02-23,27.3,80.1,1.063,23.4,22.4,78.3,104.8,6
2021-02-24,28.2,77.3,0,23.7,17.3,48.4,105.1,6
2021-02-25,28.8,66.9,0,21.8,20.8,38,165.3,7
2021-02-26,28.3,68.6,0,21.7,16.7,27.3,160.8,7
2021-02-27,28.6,74.1,0,23.4,21.3,44.8,145,5
2021-02-28,28.2,72.6,4.02,22.7,22.2,45.2,103.6,5
2021-03-01,28.4,72.2,0.709,22.8,20.7,37.5,101.8,4
2021-03-02,28,74.4,3.717,22.9,17.5,41.9,164.7,6
2021-03-03,28.2,70.2,0,22.2,22.9,39.3,138.4,6
2021-03-04,28,70,0,21.9,25.3,49.8,110.5,5
2021-03-05,28.6,67.1,0,21.7,21.8,34.1,154.8,6
2021-03-06,28.5,64.8,0,20.9,25.3,34.9,162.1,6
2021-03-07,27.8,65.5,0,20.6,19.1,33.4,156.8,6
2021-03-08,27.7,67.2,0,20.8,17.7,53.5,133.7,6
2021-03-09,27.5,68.7,0.002,21,22.6,57.8,97,4
2021-03-10,27.9,63,0,19.8,22.2,34.6,159.7,7
2021-03-11,27.8,63.1,0,19.8,29.2,38.1,129.1,6
2021-03-12,27.1,72.4,0.29,21.5,111.6,78.4,89,5
2021-03-13,26.5,77,2.089,22,13.3,93.1,94.7,3
2021-03-14,27.2,73.7,0.782,22,16.1,86.4,102.8,5
2021-03-15,27.1,80.5,0.595,23.3,15.8,81.6,103,4
2021-03-16,27.5,82.4,1.689,24.1,20.1,65.9,129.2,5
2021-03-17,29.2,75.1,6.141,24.1,23.6,53.6,142.1,6
2021-03-18,29.7,74,0.143,24.3,19,64.4,137.5,5
2021-03-19,29.8,70.2,0,23.6,17.2,46.5,113.5,6
2021-03-20,29.2,72.3,1.73,23.5,16.8,50.5,118.6,6
2021-03-21,29,71.9,17.927,23.3,20.3,47,116.4,6
2021-03-22,29.1,70.1,0.276,22.9,23.7,62,183.8,8
2021-03-23,28.9,62.5,0.09,20.9,25,64.5,99.6,4
2021-03-24,28.1,70.7,0,22.2,20.3,56.5,106.8,5
2021-03-25,29.1,67.5,0,22.3,20.4,36.2,173.3,6
2021-03-26,29.2,65.9,0,22,25.7,40.3,115.2,4
2021-03-27,29.3,68.3,0,22.6,17.5,36.1,138,5
2021-03-28,29.7,66.9,0,22.7,14.7,45.4,173.8,7
2021-03-29,29.8,66.5,0,22.7,16.9,37.9,155.2,5
2021-03-30,30,63.7,0,22.1,14.6,45.8,258.4,9
2021-03-31,29.7,68.1,0,23.1,18.2,50.9,110,4
2021-04-01,29.6,66.6,0,22.4,20.4,30.2,169.5,6
2021-04-02,29.2,61,0,20.6,18.3,28.6,195.7,7
2021-04-03,29.5,62,0,21.2,16.5,34.7,195.5,7
2021-04-04,29,67.4,0,22.2,22.5,37.1,137.4,6
2021-04-05,29.1,68.8,0.299,22.5,20.4,49.5,144,6
2021-04-06,29.5,69,0,23,25.9,48.1,156.4,6
2021-04-07,28.4,71.2,0,22.5,18.4,45.7,126.7,6
2021-04-08,28.8,67.8,0,22,20.2,56.3,143.5,6
2021-04-09,28.4,70.5,0,22.5,14.7,58.3,111.6,5
2021-04-10,28.9,67.8,0,22,18.4,43.5,162.6,6
2021-04-11,28.9,66,0,21.6,17.3,41,186.7,8
2021-04-12,28.7,69.2,0.001,22.4,14.7,50.1,151.8,6
2021-04-13,28.8,75.4,0.297,23.9,16.8,55.1,114.3,5
2021-04-14,29.7,73,0,24.2,13.6,55.2,143.7,6
2021-04-15,28.7,76.3,0,24,18.5,62.4,149.4,5
2021-04-16,29.5,71,0,23.4,16.5,54.7,184.5,6
2021-04-17,29,70.6,0,23,18.1,70.3,157.1,6
2021-04-18,29.3,70.9,0,23.3,18.8,78.4,135.9,6
2021-04-19,29.6,67.7,0.063,22.8,28.8,71.8,190.9,7
2021-04-20,28.6,76.7,6.526,24,29.2,79.9,140.1,6
2021-04-21,29,78.7,0.024,24.9,27.2,89,159.1,6
2021-04-22,29.3,77.6,0.381,24.8,27.3,67.4,183.9,7
2021-04-23,29.2,72.5,0,23.7,29.1,51.9,185,7
2021-04-24,28.6,72.8,0,23.2,25.5,39.6,205.4,7
2021-04-25,28.8,72.7,0,23.2,23.7,41.4,183,7
2021-04-26,27.6,73.3,8.009,22.4,22.2,66.7,83.7,4
2021-04-27,28.1,68.9,0.173,21.9,21.8,57.8,75.5,3
2021-04-28,28.6,68,0,22,21.3,38.9,165.7,6
2021-04-29,28.6,73,0,23.1,25.5,59,160.7,6
2021-04-30,29.7,73.6,0,24.3,22,58.8,165.2,6
2021-05-01,30.3,65.9,0,22.8,16.8,50.1,182.3,7
2021-05-02,30,64.2,0,22.2,20,31.2,210.4,7
2021-05-03,30.2,61.6,0.631,21.9,24,36.5,161.4,7
2021-05-04,30.3,65.4,0.348,22.9,28.9,46.9,159.7,6
2021-05-05,30.8,64.1,0.002,22.9,25,39.6,150.6,5
2021-05-06,30.7,62.2,0,22.3,24.1,44.5,194.6,8
2021-05-07,30.1,67.8,2.596,23.3,20.6,54.9,120.1,5
2021-05-08,30.1,69.5,2.595,23.7,25.2,47.1,160,5
2021-05-09,30.6,68.8,15.638,24,20.2,38.1,179.8,6
2021-05-10,30,71.8,0,24.3,24.6,64.5,102.7,5
2021-05-11,30.3,72.1,0.009,24.5,19.6,68.6,108.8,4
2021-05-12,31.1,66.1,0.002,23.8,20.3,34.6,151.9,5
2021-05-13,30.5,66.7,0,23.3,22.2,36.1,217.1,7
2021-05-14,30.4,62.9,0,22.3,22.1,46.4,155.8,6
2021-05-15,30.7,67.9,0.009,23.9,41.5,43.2,113.9,5
2021-05-16,30.7,67.4,0.006,23.8,22.1,33.6,133.7,5
2021-05-17,31,64.5,0,23.3,23.5,34.3,179.9,6
2021-05-18,30.3,70.4,0.02,24.2,20.3,70.4,160.1,6
2021-05-19,30.3,67.6,0,23.4,20.1,63.4,149.2,7
2021-05-20,31.2,66.2,0,24,20.4,60.8,136.8,6
2021-05-21,30.1,73.5,0,24.7,18,63.7,124.9,5
2021-05-22,29.9,75.5,0.003,24.9,29.2,61.5,151.1,6
2021-05-23,30.3,72.7,0.07,24.6,22.8,55.5,148.6,6
2021-05-24,29.5,70.4,0.873,23.2,30.1,40.4,158.3,7
2021-05-25,31,67.7,0,24,16.4,41,189.6,6
2021-05-26,31,68.5,0,24.2,15.8,54.9,165.8,7
2021-05-27,31.5,66.6,0,24.2,13,45.9,174.6,6
2021-05-28,31.4,68,32.893,24.5,14.8,58.7,165.4,8
2021-05-29,31.6,70.4,0,25.3,23.7,45.4,177,6
2021-05-30,31.1,73.1,4.475,25.7,31,79.2,175.3,6
2021-05-31,31.3,72.5,7.358,25.5,26,59,169,6
2021-06-01,31.4,70.5,0.902,25.1,17.5,57.9,166.3,6
2021-06-02,27.9,82.4,15.714,24.6,25.5,86.4,56.9,3
2021-06-03,28.3,82.7,12.781,24.9,24,81.1,148.5,6
2021-06-04,28.6,81.9,0.128,25.1,27.1,46.5,176.8,7
2021-06-05,29.9,77.4,0,25.4,31.1,38.4,203.6,7
2021-06-06,29.3,77.8,0,25,20.6,67.6,177.5,6
2021-06-07,28.6,82.4,0.17,25.2,21.1,70.5,155.4,6
2021-06-08,28.1,82.2,7.211,24.7,26.6,82.1,85.1,6
2021-06-09,26.3,89.3,7.248,24.7,21.8,91.8,55.9,2
2021-06-10,27.8,81.4,4.963,24.2,17.5,73.7,176.5,6
2021-06-11,27.8,85.2,0.677,25.1,15.4,84.4,85.4,4
2021-06-12,28.6,77,0,24.1,20,78.7,80.7,5
2021-06-13,28.5,76.6,0.003,23.8,18.7,70.4,116.3,5
2021-06-14,28.7,77.6,2.191,24.3,27.1,59.1,210.7,7
2021-06-15,29.5,76,0,24.7,27.3,41.5,180.1,6
2021-06-16,29.6,76.4,0,24.9,24.2,50.2,197.5,7
2021-06-17,30.2,74,0,24.9,27.3,47.8,206.3,7
2021-06-18,30.1,74.8,0,25,29.2,40.4,195.9,7
2021-06-19,30.3,74.1,0,25.1,31.2,48.8,209.6,7
2021-06-20,29.5,77.3,2.001,25,31.2,65.3,155.8,7
2021-06-21,27.7,82.6,22.151,24.4,27.3,83.3,85,4
2021-06-22,28.4,77.2,2.875,23.9,29.2,69,165.9,6
2021-06-23,28.5,78.3,7.933,24.2,27.2,77.7,175.5,7
2021-06-24,28.6,77,0.013,24.1,19.5,85.3,165.1,6
2021-06-25,28.5,79.6,0.138,24.6,18.8,81.8,86.5,5
2021-06-26,29.5,76.6,0.009,24.8,16.9,50.8,176.1,6
2021-06-27,29.3,77.3,4.11,24.8,15.5,55.3,80.8,3
2021-06-28,28.9,80.8,4.341,25.2,22.9,63.1,131.4,6
2021-06-29,29,76.6,0,24.4,24,50.3,185.4,6
2021-06-30,29.9,74.2,0.14,24.7,24.9,49.2,195.1,6
2021-07-01,29.5,74.6,4.605,24.4,24.3,64,231.1,8
2021-07-02,29.2,73.1,0.352,23.7,24.9,63.2,147.3,6
2021-07-03,27.3,84.2,6.13,24.4,17,85.1,58,3
2021-07-04,27.8,83.4,41.07,24.6,15.8,89.7,77.5,4
2021-07-05,28.1,82.5,1.439,24.8,21.5,69.9,162.1,7
2021-07-06,27.4,80,11.362,24,55.4,85,137.7,6
2021-07-07,29.2,75.5,0,24.2,19.3,50.4,161,6
2021-07-08,30,71,0.048,24,18.3,63.3,99.4,4
2021-07-09,29.7,71.8,1.83,24.1,17.5,59,81.3,5
2021-07-10,29.3,72.9,2.604,23.8,20.2,76.6,100,4
2021-07-11,29.7,74.3,0,24.5,20.1,67.2,131,5
2021-07-12,30,73.5,9.069,24.7,16.1,58.7,92.2,5
2021-07-13,29.2,75.2,1.713,24.2,16.1,70.5,100.1,5
2021-07-14,28.7,77.5,20.865,24.3,17.6,62.6,153.5,6
2021-07-15,27.9,82.6,3.263,24.9,20.2,66.1,120,6
2021-07-16,28.4,81.1,0.935,24.7,26.6,80.2,165.1,6
2021-07-17,28.6,81.5,90.291,25.1,22.4,82.2,146.9,6
2021-07-18,28.3,80.5,2.964,24.5,23.6,74.3,149.3,6
2021-07-19,27.5,85.8,12.599,24.8,22.1,89.5,128,5
2021-07-20,27.2,88,16.535,25,34.9,92.1,83.1,4
2021-07-21,26,92.4,81.911,24.6,32,94.6,20.4,1
2021-07-22,25.8,93.3,89.626,24.6,23.9,95.5,44.9,3
2021-07-23,26.9,88.4,101.977,24.8,29.9,91.4,98.4,6
2021-07-24,26,92.6,130.797,24.7,42.4,96.8,12.1,1
2021-07-25,26.5,90,62.602,24.7,31.6,93.7,22.6,1
2021-07-26,29.1,81.8,6.642,25.6,37.1,72.8,143.8,6
2021-07-27,28.5,84.8,8.186,25.6,35.2,86.7,65.2,4
2021-07-28,26.9,92,31.229,25.4,35.5,97.9,39.6,2
2021-07-29,27,90.9,17.819,25.4,27.8,93,76.5,3
2021-07-30,28.7,82.2,5.643,25.3,70.6,83.1,122.1,5
2021-07-31,28.7,82.1,2.513,25.4,49.8,81.4,153.1,5
2021-08-01,29.7,78.3,0.836,25.4,35.2,64.1,181.5,6
2021-08-02,29.3,78.9,0.284,25.2,40,75.7,131.8,5
2021-08-03,29.5,79.8,2.388,25.6,45.3,80.1,122.5,5
2021-08-04,30,77.9,0.902,25.6,35.3,75,177.5,7
2021-08-05,29.4,80,2.833,25.5,33.1,71.1,154.5,6
2021-08-06,29.4,79.2,0.916,25.6,46.3,44.2,191,7
2021-08-07,29.7,79.5,0.006,25.7,29.9,55.1,187.6,6
2021-08-08,29.7,78.1,0.003,25.4,28.8,48.8,182.4,6
2021-08-09,29,76.6,2.03,24.5,25.8,68.7,170.2,5
2021-08-10,28,82.3,5.219,24.7,18.3,87.4,86,4
2021-08-11,27.8,81.3,4.718,24.2,20.4,89.6,113.2,5
2021-08-12,29.1,78.1,0,24.8,12.9,79.3,100.4,4
2021-08-13,29.8,71.6,0.035,23.9,13.6,75.2,107.3,5
2021-08-14,29,75.3,19.025,24,20.5,70.6,111.1,6
2021-08-15,27.3,83,3.519,24.1,11.2,90.5,106.7,4
2021-08-16,29.5,74.6,0,24.3,20.4,51.1,142,7
2021-08-17,29.6,75.1,2.337,24.6,14.8,48.3,138,6
2021-08-18,29,79.2,4.469,24.8,25.7,62.7,132.6,5
2021-08-19,28.8,79.2,0.701,24.8,20.4,81.6,167,5
2021-08-20,28.6,80.1,0.453,24.7,13.7,81.9,171.8,7
2021-08-21,28.2,80.1,2.789,24.4,14.9,87.2,102.2,5
2021-08-22,28.3,80.9,8.887,24.6,23.4,59.8,166.3,6
2021-08-23,28.5,82.3,2.504,25.1,18.3,72,124.7,4
2021-08-24,27.1,84,2.213,24.1,16.4,89.1,59.6,3
2021-08-25,27.7,81.6,14.755,24.1,13,72.5,109.4,5
2021-08-26,27.7,81.1,2.923,24.2,13.1,74.9,98.1,7
2021-08-27,28.3,78.5,4.687,24.1,14.8,83.7,104.7,5
2021-08-28,28.9,78.9,4.058,24.8,16.6,66.4,100.2,6
2021-08-29,28.7,79.6,2.15,24.7,14.8,82.5,92,5
2021-08-30,28.1,83.1,3.718,24.9,14.8,79.3,139.8,5
2021-08-31,29.1,76.9,0.032,24.5,13.2,76.3,107.4,3
2021-09-01,28.5,78.1,15.637,24.2,13.3,84.3,95.6,4
2021-09-02,28,79.9,1.849,24.2,24,75.3,169.9,6
2021-09-03,28.6,76.1,12.354,23.9,22,64.5,197.3,7
2021-09-04,28.5,80.5,1.565,24.7,25.7,75.3,175.7,7
2021-09-05,28.9,78.6,7.804,24.7,16.4,84.9,182.3,8
2021-09-06,27.9,84.4,4.859,24.9,20.4,88,119.2,7
2021-09-07,27.4,85.3,3.275,24.7,9.6,85.8,62.3,2
2021-09-08,25.3,93.2,91.707,24.2,21.5,95.8,18.8,1
2021-09-09,28.4,81.9,0.008,24.9,51.2,70.2,174.5,6
2021-09-10,27.5,84.7,1.809,24.7,24,86,140.3,6
2021-09-11,26.9,88.1,59.33,24.7,26.8,97.3,48,2
2021-09-12,27,86.6,1.5,24.5,34.5,83.5,73,4
2021-09-13,28.6,80.2,0.143,24.7,14.7,74.2,134,5
2021-09-14,29.4,77.9,0,24.9,26.4,51.1,133.5,6
2021-09-15,28.8,77,6.652,24.4,21.8,58.1,137.2,7
2021-09-16,28.1,82.6,26.994,24.9,19.2,66.7,95.8,5
2021-09-17,27.9,81.4,32.152,24.3,42.7,68,130.5,5
2021-09-18,29.4,78.4,0.895,25.2,20.1,63,104.4,5
2021-09-19,27.4,84.1,2.231,24.5,13.2,84.4,45.1,2
2021-09-20,27.7,83.7,31.351,24.6,16.2,85.7,84.8,3
2021-09-21,29.3,76.5,0.102,24.6,18.3,69.3,114.5,4
2021-09-22,29.8,72.9,0,24.3,20.6,61.1,139.3,6
2021-09-23,29.9,72.8,2.801,24.4,17.2,60,127.3,6
2021-09-24,29.4,69.8,5.679,23.2,24.4,49,129.8,6
2021-09-25,29.2,72.3,31.148,23.7,20.7,55.7,128.8,7
2021-09-26,29.6,75.6,0,24.8,33.1,62.3,114.5,5
2021-09-27,29,79.2,0.325,25,16.6,72.4,81.7,5
2021-09-28,29.5,78.5,0.008,25.3,23.3,58.7,152.4,6
2021-09-29,29.4,81.2,0.283,25.8,20.5,66.1,186.2,8
2021-09-30,28.8,83.2,24.981,25.7,15.2,75.1,85.8,3
2021-10-01,29.2,80.5,34.452,25.4,24,60.9,169.5,7
2021-10-02,29.2,79,1.074,25.2,17.6,73.4,75.8,3
2021-10-03,28.4,81.2,2.125,24.8,17.3,73.9,101,6
2021-10-04,27.5,84.2,17.958,24.6,21,86.3,69.7,4
2021-10-05,27,89.5,6.554,25.1,26.1,94.9,37.9,2
2021-10-06,28,83.5,0.54,24.9,14.9,97,76.3,3
2021-10-07,28.6,76.3,0,23.9,37.1,86.9,87.3,3
2021-10-08,29,79.3,0.052,25,18.2,81.4,92.6,3
2021-10-09,29,78.9,0,24.9,32,82.7,111.1,5
2021-10-10,29,80.6,1.828,25.3,26.5,70.7,170,6
2021-10-11,28.8,80.9,2.533,25.1,38.6,77.7,99.5,5
2021-10-12,27.9,84.5,10.611,25,28.5,93,49.3,2
2021-10-13,27.6,84.2,1.805,24.6,13.9,90,114.4,6
2021-10-14,27.4,87.2,1.083,25,16.9,96.1,70.1,3
2021-10-15,27.8,85.3,10.348,25,16.7,88,97,6
2021-10-16,28.8,80.3,0.833,24.9,15.9,77.2,117,5
2021-10-17,29.3,74.6,0.045,24.2,11.3,59.5,97.5,4
2021-10-18,27.5,80.9,0.095,23.9,13.2,76.9,54,2
2021-10-19,28.9,73.7,0,23.5,15.1,32,112.1,5
2021-10-20,28.7,75.3,0.047,23.8,16.6,52.7,96.8,5
2021-10-21,28.1,82.6,3.187,24.7,24.1,70.3,86.8,5
2021-10-22,28.4,75.6,0,23.5,13.6,45.8,98.6,4
2021-10-23,28,78.4,3.253,23.8,16.3,66.8,87.8,4
2021-10-24,26.9,81.9,5.036,23.6,15.3,85.9,44.2,2
2021-10-25,26.4,85.3,8.676,23.7,11.3,79.3,37.9,1
2021-10-26,27.5,78.4,2.75,23.2,14.8,57.5,84.4,4
2021-10-27,28.5,73.5,2.595,23.1,13,46,78.8,4
2021-10-28,28.1,74.2,0.082,23,17.2,75.5,80.9,3
2021-10-29,29.1,63.5,0,21.2,20.4,43.9,151.2,6
2021-10-30,28.7,68.8,0,22.4,23.2,48.1,70.2,3
2021-10-31,28.9,66.1,0,21.7,16.7,37.1,116.1,6
2021-11-01,28.2,73.8,0.51,22.9,23.1,65.2,106.3,4
2021-11-02,28.8,69.1,0,22.2,27.6,61.1,106.5,5
2021-11-03,29.6,62.2,0,21.4,20.5,38.2,125.1,5
2021-11-04,29.5,65.7,0,22.3,16.6,52.3,111.5,5
2021-11-05,29.2,70.9,0.006,23.4,39.4,70.6,100.6,4
2021-11-06,29.7,73.3,0,24.2,44.6,36.3,106.7,5
2021-11-07,29.3,74.5,2.595,24.2,18.5,63.7,78.6,4
2021-11-08,28.7,81.2,25.033,25.1,14,75,90.5,4
2021-11-09,29.8,68.2,0,23,18.5,67.3,109.7,5
2021-11-10,29.1,70.2,0,23.1,17.8,69.2,88.6,3
2021-11-11,29.4,67.2,0,22.6,15.2,56.8,110.5,5
2021-11-12,28.8,74.1,0.605,23.7,13.8,61.2,74.3,3
2021-11-13,29.2,74.5,0.04,24.2,16.5,58.3,67.1,3
2021-11-14,29.1,75.1,0.027,24.1,14.1,69.8,91.2,4
2021-11-15,28.5,76.9,13.355,24,16.1,59.9,79.3,4
2021-11-16,28.9,75,0.156,23.9,15.8,68,107.8,5
2021-11-17,29.3,73.5,0.327,23.9,17,60.9,200.9,8
2021-11-18,28.9,73.9,0.003,23.7,36.2,57.6,93.1,5
2021-11-19,29,75.4,0,24.1,16.2,52,92.1,5
2021-11-20,27.9,81.5,0.105,24.4,18.7,70,76.3,5
2021-11-21,27.9,84.2,3.262,24.8,21.9,79.7,124.3,5
2021-11-22,28.9,79.5,0.807,24.8,15,50,106.1,4
2021-11-23,28.8,74.2,0.045,23.6,16.7,61.3,100.7,5
2021-11-24,29,68.5,0,22.5,20.5,55.6,113.8,6
2021-11-25,28.6,73.1,0.074,23.1,18.6,86.7,70.4,3
2021-11-26,27.6,79.1,0.442,23.6,18,76.5,45.6,2
2021-11-27,28.3,76.6,0.273,23.6,18.3,69.2,82.1,4
2021-11-28,26.3,86.4,4.169,23.8,13,65.2,32.9,1
2021-11-29,28.5,76.5,0.014,23.9,18.2,56.2,83.8,3
2021-11-30,28.9,77.4,1.77,24.5,20.4,55.8,113.8,4
2021-12-01,28.8,75.6,0,23.9,16.8,74,98.8,4
2021-12-02,27.8,64.3,0,20.3,22.4,55.8,130.3,5
2021-12-03,27.1,62.5,0,19.2,20.5,56.4,108.2,5
2021-12-04,26.2,69.4,0,20,20.7,56.7,77.6,4
2021-12-05,26.3,64.7,0,19,18.4,48.2,90.3,4
2021-12-06,26.3,66.3,0.003,19.5,19.5,57.1,79.7,3
2021-12-07,26.2,72.3,0.017,20.7,16.8,54.1,76.7,4
2021-12-08,27.4,61.5,0,19.2,28.8,40,129,5
2021-12-09,27.3,64.4,0,19.9,20.6,61.4,133.2,5
2021-12-10,27.4,64.9,0,20.1,24,49.8,110.1,5
2021-12-11,26.8,73.3,0.003,21.6,17,72.4,55.5,2
2021-12-12,27.5,73.9,0,22.4,17.7,70.5,64.3,3
